A Cave | Dungeon | 0x018B0191 [50 -10 0] -0.003491 0 0 -0.999994
Proving Grounds Low | Dungeon | 0x574401D5 [110 -130 0.005] 1 0 0 0
Proving Grounds Low | Dungeon | 0x574401E9 [20 -33.2 6.7] 1 0 0 0
Proving Grounds Mid | Dungeon | 0x584401A0 [30 -108 0.005] 0 0 0 -1
Proving Grounds Mid | Dungeon | 0x584401A7 [40 -190 0.5] 0.707107 0 0 -0.707107
Proving Grounds Mid | Dungeon | 0x584401D5 [110 -130 0.005] 1 0 0 0
Proving Grounds Mid | Dungeon | 0x584401E9 [20 -33.2 6.7] 1 0 0 0
Proving Grounds Uber | Dungeon | 0x5852019F [30.0173 -110.481 0.005] 0 0 0 -1
Proving Grounds Uber | Dungeon | 0x585201DA [110.062 -131.85 0.005] 1 0 0 0
Proving Grounds Uber | Dungeon | 0x585201F4 [20.0338 -33.2001 6.005] 1 0 0 0
Purple Portal Template | Dungeon | 0x016001EB [50 -40 0.005] 1 0 0 0
Purple Portal Template | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Purple Portal Template | Dungeon | 0x01A80156 [40 -10 0] 0.004206 0 0 -0.999991
Purple Portal Template | Dungeon | 0x1A8E010A [-332.114 -14.916 88.405] -0.707107 0 0 -0.707107
Qalaba'r House Portal | Dungeon | 0x9721003E [190.4 122 102] -0.995396 0 0 -0.095846
Qalaba'r Meeting Hall Portal | Dungeon | 0x012B0126 [30 -60 6] 1 0 0 0
Qalaba'r Portal | Dungeon | 0x9722003A [168.354 24.618 102.005] -0.92279 0 0 -0.385302
Qalaba'r Seaside Villas Portal | Dungeon | 0x912A0030 [139.588 171.535 -0.095] -0.350224 0 0 -0.936666
Qalaba'r | Town | 0x9722003A [168.354 24.618 102.005] -0.92279 0 0 -0.385302
Qalabar Oasis Settlement Portal | Dungeon | 0x9A2C002C [135.455 91.169 110.581] -0.657487 0 0 -0.753466
Qin Xikit's Hidden Crown | Dungeon | 0x00F20151 [10 -120 0.005] 1 0 0 0
Queen's Burrow | Dungeon | 0xE3D2003A [171.94 47.704 5.931] 0 0 0 -1
Queen's Burrow | Dungeon | 0xE3D30030 [121.615 173.918 6.005] 0 0 0 -1
Queen's Burrow | Dungeon | 0xE5D30016 [57.8877 143.121 198.005] 0.707107 0 0 -0.707107
Queen's Burrow | Dungeon | 0xE5D3001C [88.296 92.267 198.005] 1 0 0 0
Queen's Burrow | Dungeon | 0xE5D40019 [84.978 23.561 198.005] 0 0 0 -1
Queen's Burrow | Dungeon | 0xE5D4002C [132.277 92.261 198.005] 1 0 0 0
Queen's Burrow | Dungeon | 0xE6CE002A [123.387 26.152 16.005] 1 0 0 0
Queen's Burrow | Dungeon | 0xE6D10020 [83.8986 191.405 42.005] 0 0 0 -1
Quiddity Seed | Dungeon | 0x00D60492 [60 -32.9205 84.005] 1 0 0 0
Radiant Blood Freebooter Keep Black Market Portal | Dungeon | 0xF92F0266 [46.7594 75.1555 94.805] 0.421771 0 0 -0.906702
Radiant Blood Gauntlet | Dungeon | 0x596B010F [120 -10 0.005] -0.707107 0 0 -0.707107
Radiant Blood Northwatch Castle Black Market Portal | Dungeon | 0x9EE50266 [121.238 20.8707 28.805] -0.881212 0 0 -0.472722
Radiant Blood Stronghold | Dungeon | 0x00B90294 [110 -20 0.005] 1 0 0 0
Rahvard Square Portal | Dungeon | 0x4DC00025 [111.576 111.622 8.001] -0.646483 0 0 -0.762928
Rampage Bluff | Dungeon | 0x5C48011E [60.1817 -5.89785 0.005] 1 0 0 0
Ravaged Cathedral | Dungeon | 0x001601CA [12.2668 -59.989 12.005] 0.7796 0 0 -0.626277
Ravenous Vault | Dungeon | 0x039D02A4 [99.8339 -48.9272 48.005] -0.999985 0 0 0.005419
Realaidain Eastern Vault | Dungeon | 0x005001E9 [480 -330 0.006] 1 0 0 0
Realaidain Northern Vault | Dungeon | 0x005003B5 [240 -467 12.006] 1 0 0 0
Realaidain Western Vault | Dungeon | 0x00500173 [30 -700 0.006] 0.707107 0 0 -0.707107
Reaving Facility | Dungeon | 0x3FB10175 [276 -229 -39.595] 0 0 0 -1
Recovered Temple Portal | Dungeon | 0x0142017F [50 -60 6] -0.707107 0 0 -0.707107
Redrock Cottages Portal | Dungeon | 0x9B960032 [161.235 32.777 35.837] -0.892302 0 0 -0.451438
Redspire | Town | 0x17B2002A [132.623 25.809 44.005] 0.998483 0 0 -0.055063
Reedshark Clan Training Camp | Dungeon | 0x577A036C [140 -200 0.005] 1 0 0 0
ReedShark Lair Portal | Dungeon | 0x01FC0114 [18.9 -58.9 0] 0.636078 0 0 -0.771625
Regicide Basement Exit Portal | Dungeon | 0xDD500102 [153.5 134 22] -0.173648 0 0 -0.984808
Regicide Basement Portal | Dungeon | 0x5275010F [-2.774 -12.5 2.08] 0.92388 0 0 -0.382684
Regina Cottages Portal | Dungeon | 0x66C30024 [99.343 95.407 82.005] 0.283396 0 0 -0.959003
Reinforced Royal Vault | Dungeon | 0x001302D6 [0 -10 0.005] 1 0 0 0
Reinforced Vault Sewers | Dungeon | 0x000E02EE [110 0 0.005] 0.707107 0 0 -0.707107
Relic | Dungeon | 0x60490326 [50 -112.929 0.1] 1 0 0 0
Remote Empyrean Vault | Dungeon | 0x000102C6 [60 0 0.005] 0.678557 0 0 -0.734547
Rending Talon Cottages Portal | Dungeon | 0x5AB0001D [90.952 107.592 56.426] 0.61672 0 0 -0.787183
Renegade Fortress | Dungeon | 0x624803E8 [90 -190.593 0.005] 1 0 0 0
Renegade Garrison | Dungeon | 0x60490326 [50 -112.929 0.1] 1 0 0 0
Renegade Incursion | Dungeon | 0x003001A7 [1.39887 -127.964 0.005] 0.897286 0 0 -0.441449
Renegade Stronghold | Dungeon | 0x62490221 [350.172 -97.4761 0.005] 1 0 0 0
Renegade Stronghold | Dungeon | 0x6549013A [80 -90 0.005] 1 0 0 0
Renegade Stronghold | Dungeon | 0x654A013A [80 -90 0.005] 1 0 0 0
Renegade Stronghold | Dungeon | 0x654B013A [80 -90 0.005] 1 0 0 0
Repository | Dungeon | 0x0047039C [60 -228.903 0.004999] 1 0 0 0
Research Chambers Conveyance | Dungeon | 0x644303AD [70 -180 0.005] 1 0 0 0
Reservoir Portal | Dungeon | 0x01F90101 [0 -130 -18] 0.906308 0 0 -0.422618
Resting Place | Dungeon | 0x614C029B [110 -170 0] 1 0 0 0
Rethux Vale Portal | Dungeon | 0x68A50024 [119.333 81.671 38.005] -0.716765 0 0 -0.697315
Return of Mumiyah Cottages Portal | Dungeon | 0x8477002C [132.013 75.117 13.004] -0.94423 0 0 -0.329287
Return Portal | Dungeon | 0x7F900025 [103.8 113 142.7] -0.309017 0 0 -0.951057
Return to Dereth | Dungeon | 0x99E7003A [178.9 47.7 85.7] -0.152986 0 0 -0.988228
Return to Graveyard Tomb Portal | Dungeon | 0x482E0101 [67.5 61.5 -0.39] 0 0 0 1
Return to Linvak Tukal | Dungeon | 0xA21E001A [84 40 560.3] 1 0 0 0
Return to the Hall of Champions | Dungeon | 0x00AF0118 [40 -13.1651 0.005] 1 0 0 0
Reviled Maw Cottages Portal | Dungeon | 0x80AA0014 [70.691 93.004 84.005] -0.385302 0 0 -0.92279
Rhynntal Cottages Portal | Dungeon | 0x4EBA0013 [58.239 65.913 47.626] -0.559034 0 0 -0.829145
Ridge Citadel Portal | Dungeon | 0x02F10152 [140 -130 0] 1 0 0 0
Ridge Tower | Dungeon | 0xCB3D0032 [147.556 38.682 175.409] 0.92388 0 0 -0.382684
Ring of Crystals Estates Portal | Dungeon | 0xBF430015 [67.628 98.648 42.005] -0.010856 0 0 -0.999941
Rithwic | Town | 0xC98C0028 [113.666 190.259 22.005] -0.707107 0 0 -0.707107
Rithwic Crypt | Dungeon | 0x01CD0144 [39.87 -52.8 0] -0.999962 0 0 -0.008727
Rithwic Meeting Hall Portal | Dungeon | 0x012C0126 [30 -60 6] 1 0 0 0
Rithwic Portal | Dungeon | 0xC98C0028 [113.666 190.259 22.005] -0.707107 0 0 -0.707107
Ritual Chambers | Dungeon | 0x00E401DE [30 -100 0.005] 1 0 0 0
River Bridge Portal | Dungeon | 0xBAA1002B [122 69 3.7] 0.453991 0 0 -0.891007
River Bridge Portal | Dungeon | 0xBBA30019 [72.1 23 7.6] 0.994522 0 0 -0.104529
River Mouth | Dungeon | 0x3EC5000B [26.8 51.7 8] -0.422618 0 0 -0.906308
Riverbend | Dungeon | 0xCE7C0025 [105.4 109.6 24] 0.461749 0 0 -0.887011
Riverbend Cottages Portal | Dungeon | 0xD07B0011 [68.801 12.543 16.005] -0.998716 0 0 -0.050663
Rivermouth Villas Portal | Dungeon | 0x40BF0030 [126.541 174.326 7.478] -0.087347 0 0 -0.996178
Rix Zilik | Dungeon | 0x6DD70016 [60 132 254.005] 1 0 0 0
Ro-Nan Portal | Dungeon | 0xAB30002D [123.744 108.458 70.731] -0.694219 0 0 -0.719764
Rocky Crypt Portal | Dungeon | 0x01B50101 [3.1913 -70 0.005] 1 0 0 0
Rogue Delvings | Dungeon | 0x00E001A0 [160 -220 0.005] 0 0 0 -1
Roots of Skuld, Urd and Verdandi | Dungeon | 0x24C0067C [-24.627 33.5271 142.4] 0.889293 0 0 0.457339
Rossu Morta Chapterhouse | Dungeon | 0x00800128 [80 -10 0.005] 0 0 0 -1
Royal Hive Portal | Dungeon | 0x0288026C [40 -70 -12] 0.766044 0 0 -0.642788
Royal Hive Portal | Dungeon | 0x02880280 [90 -20 -12] 0 0 0 -1
Royal Hive Portal | Dungeon | 0x028802AA [140 -70 -12] -0.707107 0 0 -0.707107
Ruadnar Court | Dungeon | 0x536401D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Ruined Cave Outpost Portal | Dungeon | 0x0152024B [58.7 -88.7 0] 1 0 0 0
Ruined Empyrean Vault | Dungeon | 0x01940119 [80 -40 0.005] 1 0 0 0
Rumuba's Hidey-Hole | Dungeon | 0x02B802B3 [200 -270 7] -0.987688 0 0 -0.156434
Ruschk Burial Mound | Dungeon | 0x00E202FA [80 -20 0.005] -0.707107 0 0 -0.707107
Ruschk Iceberg | Dungeon | 0x02DE02BE [160.005 -279.729 0.005] 1 0 0 0
Ruschk Icehold | Dungeon | 0x001D012F [170 -18 0.005] 0 0 0 -1
Rynthid Foundry | Dungeon | 0x58760207 [220 -130 7.5] 0.707107 0 0 -0.707107
Rynthid Genesis | Dungeon | 0x58750294 [180 -109.111 6.5] 1 0 0 0
Rytheran Dale Portal | Dungeon | 0x52B8001C [75.54 75.488 52.005] 0.919475 0 0 -0.393148
Saadia's Retreat | Dungeon | 0x013F01C5 [10 -60 6] 1 0 0 0
Sai-Nan Portal | Dungeon | 0xDD470026 [112.011 123.943 33.019] 0.050924 0 0 -0.998703
Samsur | Town | 0x977B000C [25.811 73.853 0.005] 0.92995 0 0 -0.367686
Samsur Butte Cottages Portal | Dungeon | 0x92770033 [157.02 64.692 60.614] 0.738479 0 0 -0.674277
Samsur Meeting Hall Portal | Dungeon | 0x012D0126 [30 -60 6] 1 0 0 0
Samsur Portal | Dungeon | 0x977B000C [25.811 73.853 0.005] 0.92995 0 0 -0.367686
Samurai Hausu | Dungeon | 0x586401F7 [140 -14.809 0.105] 1 0 0 0
San-Chin Portal | Dungeon | 0xD5630014 [69.094 90.929 33.763] 0.782429 0 0 -0.62274
Sanai Portal | Dungeon | 0x68970024 [105.36 92.12 16.785] -0.813973 0 0 -0.580902
Sanam Batal Villas Portal | Dungeon | 0x70A60024 [98.727 77.525 46.011] -0.931081 0 0 -0.364812
Sanamar | Town | 0x33D90015 [59.1 100.3 52.005] 0 0 0 -1
Sanctuary of the Recluse | Dungeon | 0xF4180104 [36.9 48.7 169.805] -0.980785 0 0 -0.19509
Sanctum of Xik Minru | Dungeon | 0x00F001B2 [70 -80 12.005] 1 0 0 0
Sanctum Residential Halls Portal | Dungeon | 0x54650140 [40 -70 0] 1 0 0 0
Sand Caves | Dungeon | 0x57600133 [20 -277.464 -5.994] 1 0 0 0
Sand Caves | Dungeon | 0x5760040E [210.179 -237.606 15.006] 1 0 0 0
Sand Caves | Dungeon | 0x5760047D [150.03 -68.1271 23.006] 1 0 0 0
Sand Kings Cottages Portal | Dungeon | 0x956E0003 [16.805 56.898 15.488] 0.74444 0 0 -0.66769
Sand Shallow | Dungeon | 0x02A002F5 [290 -340 0] 1 0 0 0
Sand Shallow Cottages Portal | Dungeon | 0x806F0026 [101.837 120.313 17.058] -0.479994 0 0 -0.877272
Sand's Edge Portal | Dungeon | 0xA586003D [176.111 117.508 22.681] -0.677531 0 0 -0.735494
Sands-of-the-Skull Cottages Portal | Dungeon | 0x9C4D001D [88.908 106.323 10.274] 0.364747 0 0 -0.931107
Savao Islet Portal | Dungeon | 0xE927003E [177 125 0] -0.5 0 0 -0.866025
Sawato | Town | 0xC95B0001 [14.8 0.3 12] 0.930418 0 0 -0.366501
Sawato Foothills Settlement Portal | Dungeon | 0xCE570027 [114.358 148.53 31.535] 0.032144 0 0 -0.999483
Sawato Meeting Hall Portal | Dungeon | 0x012E0126 [30 -60 6] 1 0 0 0
Sawato Portal | Dungeon | 0xC95B0001 [14.8 0.3 12] 0.930418 0 0 -0.366501
Sawato Portal | Dungeon | 0xD65D0028 [115.2 184.7 6] -0.991216 0 0 -0.132256
Scimitar Lake Cottages Portal | Dungeon | 0xAE130024 [98.077 86.056 146.212] -0.743174 0 0 -0.669098
Scintillating Apostate Nexus | Dungeon | 0x8B030471 [219.598 -113.567 -11.995] 1 0 0 0
Sclavavania Portal | Dungeon | 0xD1640019 [76.572 19.046 6.005] 0.983943 0 0 -0.178484
Sclavus Cathedral | Dungeon | 0x02F603FA [110 -320 0] 0.707107 0 0 -0.707107
Sclavus Cathedral | Dungeon | 0x02F703FA [110 -320 0] 0.707107 0 0 -0.707107
Sclavus Keep Portal | Dungeon | 0x01860247 [70 -90 6] 1 0 0 0
Sclavus Temple | Dungeon | 0x604A036C [60 -50 -11.995] 1 0 0 0
Sclavus Umbral Forge | Dungeon | 0x00E3040C [60 -770 0.005] 1 0 0 0
Sea Temple Catacombs | Dungeon | 0x0156018F [49.1 -61.9 0] 1 0 0 0
Seaside Lair | Dungeon | 0x01B0011C [37.8 -57.5 1] -0.727845 0 0 -0.685742
Seat of Knorr Conveyance | Dungeon | 0x64440144 [90 -300 -23.995] 1 0 0 0
Seat of the New Singularity | Dungeon | 0x039E02FA [122.4 -897.3 1.5] -0.552664 0 0 -0.833404
Seaview Ridge Cottages Portal | Dungeon | 0x6EED002E [121.852 140.823 66.115] -0.06043 0 0 -0.998172
Secluded Valley Cottages Portal | Dungeon | 0xD3C0001B [84.308 52.06 99.052] -0.989189 0 0 -0.146644
Second Tower | Dungeon | 0x1F290008 [7.5 175.1 148] 0.92388 0 0 -0.382684
Secret Putiputi Place | Dungeon | 0x57740112 [0.928162 -0.856308 6.005] 0.34202 0 0 -0.939693
Secured Royal Vault | Dungeon | 0x001202D6 [0 -10 0.005] 1 0 0 0
Secured Vault Sewers | Dungeon | 0x000D02EE [110 0 0.005] 0.707107 0 0 -0.707107
Seed of Anger | Dungeon | 0x5873019E [140 -110 12] 0 0 0 -1
Seed of Hatred | Dungeon | 0x58710202 [180 -130 0.05] 0 0 0 -1
Seed of Misery | Dungeon | 0x58720120 [20 -150 0.05] 1 0 0 0
Seedsow Festival Stone Portal | Dungeon | 0xB980002A [134.2 24.5 64] -0.996917 0 0 -0.078459
Senmai Court | Dungeon | 0x536501D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Sennon Valley Retreat Portal | Dungeon | 0xCFC0001C [92.843 83.818 0.005] -0.703854 0 0 -0.710345
Sepulcher of the Hopeslayer Portal | Dungeon | 0x02B002A8 [276.622 -67.713 72.005] -0.707107 0 0 -0.707107
Serac Vault Portal | Dungeon | 0x01170140 [-1.6 -100 -18] 0.707107 0 0 -0.707107
Serpent Burial Grounds | Dungeon | 0x584E025C [129.98 -246.16 0.01] 1 0 0 0
Serpent Clan Training Camp | Dungeon | 0x5778030A [11.1162 -80.074 6.005] 1 0 0 0
Serpent Hills Settlement Portal | Dungeon | 0x8E400003 [6.994 60.866 13.516] 0.721368 0 0 -0.692553
Setab's Barracks Portal | Dungeon | 0x010601AF [0 -10 6] 0.707107 0 0 -0.707107
Setera Gardens Portal | Dungeon | 0x96000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Sezzherei's Lair | Dungeon | 0x0023011A [77.2211 -6.8507 0.005] -0.92388 0 0 -0.382684
Shade Iron Mine | Dungeon | 0x005303B0 [0 -10 0.005] 0 0 0 -1
Shade of Dule Portal | Dungeon | 0x00A701CF [10 -50 48.005] 0.707107 0 0 -0.707107
Shade Stronghold Portal | Dungeon | 0x02B10276 [110 -490 0] 1 0 0 0
Shade Stronghold Portal | Dungeon | 0x3E310004 [11.8 93.1 238.6] -0.515038 0 0 -0.857167
Shadow Lugian Stronghold | Dungeon | 0x1A8E0329 [11.261 153.439 208.405] 1 0 0 0
Shadow-Infested Black Spear Temple | Dungeon | 0x00750473 [91.533 -58.586 0.005] 0.927875 0 0 -0.372891
Shadowy Refuge | Dungeon | 0x576E0187 [80 -30 0.01] 1 0 0 0
Shaky Ledge Cottages Portal | Dungeon | 0x89CD0035 [151.525 108.995 121.254] -0.70247 0 0 -0.711713
Shallow Hive Portal | Dungeon | 0x028C0276 [90 -70 6] 1 0 0 0
Shallow Olthoi Chasm | Dungeon | 0x5D4B0146 [84.1436 -0.1 0.005] 0.707107 0 0 -0.707107
Shara Portal | Dungeon | 0xB53B0014 [67.659 78.315 40.169] 0.358344 0 0 -0.93359
Shard of the Herald Portal | Dungeon | 0x02B9018A [80 -20 -12] -0.707107 0 0 -0.707107
Sharvale Portal | Dungeon | 0x7792001A [84.371 42.716 56.067] 0.999998 0 0 -0.001798
Shendolain Menhir Ring Portal | Dungeon | 0x02D501C4 [90 -160 0] 1 0 0 0
Shendolain Menhir Ring Portal | Dungeon | 0x02D601DA [80 -80 0] 1 0 0 0
Shendolain Portal | Dungeon | 0x02D70247 [30 -30 -42] 0.382683 0 0 -0.92388
Shendolain Vestibule Portal | Dungeon | 0x02E00461 [50 -20 -30] 0 0 0 -1
Shian-To Cottages Portal | Dungeon | 0xDF4C000C [47.279 83.474 22.961] 0.747259 0 0 -0.664533
Shield of Ispar Villas Portal | Dungeon | 0xAC4D0024 [102.448 88.621 9.772] 0.861758 0 0 -0.50732
Shield of Valor Cottages Portal | Dungeon | 0x55A40023 [97.911 70.48 58.389] -0.601912 0 0 -0.798562
Shimena Keep Portal | Dungeon | 0xBDF00024 [99 93 12] 1 0 0 0
Shimmering Apostate Nexus | Dungeon | 0x8B0303FF [110.026 -150.014 -17.995] 1 0 0 0
Sho Roadside | Dungeon | 0xD45C003D [176.1 102.1 14] 0.669131 0 0 -0.743145
Shore Vista Cottages Portal | Dungeon | 0x6B8E0024 [109.891 74.539 29.689] -0.59019 0 0 -0.807264
Shou-Zin Portal | Dungeon | 0xD5510005 [21.679 117.313 46.453] -0.078789 0 0 -0.996891
Shoushi | Town | 0xDA55001D [84.8 99 20] 1 0 0 0
Shoushi Casino VIP Portal | Dungeon | 0xDB54001E [85 132 20] 0.707107 0 0 -0.707107
Shoushi Grotto Portal | Dungeon | 0x01F701ED [40 -140 0] 1 0 0 0
Shoushi Meeting Hall Portal | Dungeon | 0x012F0126 [30 -60 6] 1 0 0 0
Shoushi Southeast Training Academy Portal | Dungeon | 0x0365012F [2.5 -29 0] -0.369747 0 0 -0.929133
Shoushi West Training Academy Portal | Dungeon | 0x0366012F [2.5 -29 0] -0.369747 0 0 -0.929133
Shoushi's Revenge | Dungeon | 0x01890321 [139.792 -66.582 6.005] 0.014817 0 0 -0.99989
Shoyanen's Portal | Dungeon | 0xEA30002A [126.5 37 121] 0.688355 0 0 -0.725374
Shreth Clan Training Camp | Dungeon | 0x577902E3 [70 -90 -5.995] 1 0 0 0
Shreth Hive Portal | Dungeon | 0x015302E8 [45.7 -43 -18] -0.866025 0 0 -0.5
Siege Road Settlement Portal | Dungeon | 0xD47E0030 [140.347 171.382 22.005] 0.283773 0 0 -0.958892
Siege Road Villas Portal | Dungeon | 0xD1830022 [100.52 40.533 24.627] -0.942871 0 0 -0.333157
Sigil Veranda | Dungeon | 0x536601D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Silencia's Tower Portal | Dungeon | 0x90D00014 [58.793 95.805 282.005] 1 0 0 0
Silver Legion Keep | Dungeon | 0x001B016E [80 -10 0.005] 0 0 0 -1
Silyun | Town | 0x26EC003D [175.927 110.334 80.005] 0.673993 0 0 -0.738738
Silyun Chapterhouse | Dungeon | 0x005201C9 [40 0 0.005] 0.707107 0 0 -0.707107
Simda'r Villas Portal | Dungeon | 0x94190031 [161.156 17.647 340.005] 0.903339 0 0 -0.428927
Simple Hive Portal | Dungeon | 0x028B026C [60 -60 -6] 1 0 0 0
Simple Tower Portal | Dungeon | 0x019D0118 [40.73 -29.92 0] -0.702712 0 0 -0.711474
Singular Chorizite Repository | Dungeon | 0x03A0027F [90 -540 0] 1 0 0 0
Singular Obsidian Repository | Dungeon | 0x039F02F1 [220 -330 18] -0.707107 0 0 -0.707107
Singular Pyreal Repository | Dungeon | 0x03A102B6 [90 -600 0] 1 0 0 0
Singularity Bore | Dungeon | 0x02910388 [210 -120 6] 0 0 0 -1
Singularity Caul | Dungeon | 0x09040008 [11.4 188.6 87.7] -0.996345 0 0 -0.085417
Singularity Caul Asylum | Dungeon | 0x6045026F [60 -100 0.005] 1 0 0 0
Skeleton Fort | Dungeon | 0xD2A70017 [65.4258 157.517 20.8796] 1 0 0 0
Slaughterhouse | Dungeon | 0x1B7F0018 [64.925 186.86 80.1] -0.292372 0 0 -0.956305
Slidara Cottages Portal | Dungeon | 0xE53F0026 [0 0 0] 1 0 0 0
Slinker Meadows Portal | Dungeon | 0xCA830024 [107.395 84.655 31.9] -0.926981 0 0 -0.375108
Slithis Pit | Dungeon | 0x02C30289 [140 -40 0] 0.087156 0 0 -0.996195
Sliver-of-BlueCottages Portal | Dungeon | 0x42AA000F [28.275 161.313 71.448] -0.645658 0 0 -0.763627
Small Black Hill | Dungeon | 0x4031001F [73 150 148.2] 0.300706 0 0 -0.953717
Small Complex | Dungeon | 0x01C00122 [6.29 -56.63 0] 0.998733 0 0 -0.050331
Small Empyrean Vault | Dungeon | 0x01FE02CB [177.048 -176.394 0] 0.854355 0 0 0.51969
Small Hill Base | Dungeon | 0x40310040 [174.8 179.1 11.5] -0.241922 0 0 -0.970296
Small Hive Portal | Dungeon | 0x028A023F [110 -20 -30] -0.766044 0 0 -0.642788
Small Icecave | Dungeon | 0x01E60250 [140 -190 6.1] 1 0 0 0
Small Mnemosyne Collection Site | Dungeon | 0x029D0106 [50 -50 0] 0 0 0 -1
Small Portal Tile | Dungeon | 0x58740109 [180 -203.185 -12] 1 0 0 0
Small Ruin | Dungeon | 0x02BD01A0 [40 -50 12] 1 0 0 0
Small Temple | Dungeon | 0x02BE011D [50 -50 0] -0.984808 0 0 -0.173648
Small Temple | Dungeon | 0x02BF011D [50 -50 0] -0.984808 0 0 -0.173648
Small Temple | Dungeon | 0x02C0011D [50 -50 0] -0.984808 0 0 -0.173648
Smugglers Fort | Dungeon | 0xF15A0024 [113.505 92.759 0.005] 0.913158 0 0 -0.407606
Smugglers Hideaway | Dungeon | 0x014E025C [190 -10 0] 0 0 0 -1
Snakehead Portal | Dungeon | 0xC46C003D [171.227 105.925 49.178] -0.722865 0 0 -0.69099
Snowreap Festival Stone Portal | Dungeon | 0x90D10022 [113.9 41.4 277.9] -0.139173 0 0 -0.990268
Snowy Valley Portal | Dungeon | 0x74EA0019 [76.575 20.397 109.287] -0.992023 0 0 -0.126061
So. Forest Shadow Spire Portal | Dungeon | 0x95980029 [140.2 15.9 224] -0.317305 0 0 -0.948324
Solclaim Festival Stone Portal | Dungeon | 0x94580038 [145.1 187.7 27.1] 0.461749 0 0 -0.887011
Solstice Hill Portal | Dungeon | 0xA998001D [77.484 110.436 73.208] -0.855617 0 0 -0.517609
Soltan Villas Portal | Dungeon | 0x929E0024 [119.626 89.961 110.005] 0.194209 0 0 -0.98096
Son of Pooky's Den | Dungeon | 0x009701DA [0.272454 -30.3481 -11.995] 0.540302 0 0 -0.841471
Sonel Portal | Dungeon | 0x52DF0013 [58.821 62.124 64.084] 0.907147 0 0 -0.420814
Songview Portal | Dungeon | 0x97CB0024 [104.315 80.865 143.05] -0.902773 0 0 -0.430117
Sonpay Portal | Dungeon | 0xAB48001D [75.41 105.072 26.005] 0.737254 0 0 -0.675616
Sorac Gate Portal | Dungeon | 0x7C000161 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Sorveya Court | Dungeon | 0x536701D9 [83.74 -93.75 0] 0.39314 0 0 -0.919479
Sotiris Portal | Dungeon | 0x02C90280 [120 -250 0] 1 0 0 0
Soul Hunter's Chambers | Dungeon | 0x007C02C1 [120 -100 0.005] 1 0 0 0
Soul Hunter's Lair | Dungeon | 0x007C02B2 [20 -240 0.005] 1 0 0 0
Soul-Fearing Vestry Dungeon | Dungeon | 0x02EF0269 [210 -150 -6] 1 0 0 0
Soul-Fearing Vestry Dungeon (Area 2) | Dungeon | 0x02EF0244 [160 -150 -6] 1 0 0 0
Soul-Fearing Vestry Dungeon (Area 3) | Dungeon | 0x02EF0254 [180 -110 -6] -0.707107 0 0 -0.707107
Soul-Fearing Vestry Dungeon (Area 4) | Dungeon | 0x02EF028E [30 -70 0] -0.707107 0 0 -0.707107
South Adjamaer Cottages Portal | Dungeon | 0xC51A001E [84.764 138.707 57.51] -0.997988 0 0 -0.0634
South Beach Pass Villas Portal | Dungeon | 0xD1AB0018 [66.18 178.253 65.151] 0.394952 0 0 -0.918702
South Bellig | Dungeon | 0x93950019 [79.1 3 224] 0.927184 0 0 -0.374607
South Dalt | Dungeon | 0x8F910011 [55 3.9 224] 0.936672 0 0 -0.350207
South Direlands Portal | Dungeon | 0x5416001A [75 35 39.5] 1 0 0 0
South Gate | Dungeon | 0x00C00242 [80 -10 6.005] 0 0 0 -1
South Gemm | Dungeon | 0x91930009 [31.3 3.4 224] 0.866025 0 0 -0.5
South Hebian-To Cottages Portal | Dungeon | 0xE348003C [183.23 84.036 22.736] -0.512605 0 0 -0.858625
South Hebian-To Estates Portal | Dungeon | 0xE7460016 [53.407 132.212 42.942] 0.380707 0 0 -0.924696
South Khayyaban Cottages Portal | Dungeon | 0xA23D0006 [6.485 122.331 68.005] 0.581072 0 0 -0.813852
South Library Conveyance | Dungeon | 0x64440144 [90 -300 -23.995] 1 0 0 0
South Lytelthorpe  Portal | Dungeon | 0xC27C0035 [157.184 111.013 38.202] -0.613707 0 0 -0.789534
South Osteth Peak | Dungeon | 0xD43E0011 [60 12 520.005] 1 0 0 0
South Shore Heights | Dungeon | 0xB013003E [181 134.3 183] 0.147809 0 0 -0.989016
South Shoushi Villas Portal | Dungeon | 0xD64C0006 [20.441 127.326 35.708] 0.691179 0 0 -0.722684
South Siege Villas Portal | Dungeon | 0xDA6F001D [73.005 107.184 23.921] 0.711247 0 0 -0.702942
South Tumerok Vanguard Outpost | Dungeon | 0x02A40110 [60 -20 -12] 0 0 0 -1
South Uzis Villas Portal | Dungeon | 0xA4540005 [20.809 97.477 56.128] 0.149268 0 0 -0.988797
South Victory Harbor Portal | Dungeon | 0xBC950012 [69.326 45.157 26.005] 0.999786 0 0 -0.020689
South Yaraq Cottages Portal | Dungeon | 0x815E0012 [61.925 29.317 0.005] -0.114235 0 0 -0.993454
South Zabool | Dungeon | 0x96990024 [101.9 76.1 224] 0.93358 0 0 -0.358368
